               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  91,            0.026466,           0.0081572,           0.0019985,             0.99231,             0.99015,             0.99439,             0.72254,            0.021473,           0.0042472,           0.0003138,            0.008515,            0.008515,            0.008515
                  92,             0.02672,           0.0079282,            0.002022,             0.98822,             0.99338,             0.99447,             0.73403,            0.020874,           0.0042074,          0.00027339,           0.0084985,           0.0084985,           0.0084985
                  93,            0.026884,           0.0084931,           0.0025162,              0.9871,             0.98462,             0.99341,             0.67937,             0.02398,            0.004536,          0.00064086,            0.008482,            0.008482,            0.008482
                  94,            0.026358,           0.0081317,           0.0017148,             0.99159,             0.99152,             0.99402,             0.71718,             0.02259,           0.0043471,          0.00027483,           0.0084655,           0.0084655,           0.0084655
                  95,             0.02619,           0.0082111,           0.0016994,             0.99337,             0.99743,             0.99423,             0.73403,            0.020793,           0.0041838,           0.0002237,            0.008449,            0.008449,            0.008449
                  96,            0.025978,           0.0080958,           0.0015653,             0.99138,             0.99576,             0.99436,             0.74243,            0.020342,           0.0041772,          0.00026866,           0.0084325,           0.0084325,           0.0084325
                  97,            0.025897,           0.0078893,           0.0018159,             0.98854,             0.99565,             0.99392,             0.73166,            0.020625,           0.0042397,          0.00022623,            0.008416,            0.008416,            0.008416
                  98,            0.025875,           0.0081348,           0.0020431,             0.99524,             0.99497,             0.99417,             0.72826,             0.02117,            0.004221,          0.00025518,           0.0083995,           0.0083995,           0.0083995
                  99,            0.025691,           0.0079331,           0.0017517,             0.98991,             0.98924,             0.99393,             0.72937,            0.021216,           0.0042761,          0.00036416,            0.008383,            0.008383,            0.008383
                 100,            0.026664,           0.0080594,           0.0018926,             0.98756,             0.99342,             0.99284,             0.72359,            0.021565,           0.0041934,          0.00041192,           0.0083665,           0.0083665,           0.0083665
                 101,            0.026174,            0.008052,           0.0016296,             0.98899,             0.99487,             0.99389,              0.7431,            0.020596,           0.0041837,          0.00044561,             0.00835,             0.00835,             0.00835
                 102,            0.025589,           0.0079434,           0.0018886,             0.99165,             0.98872,              0.9941,             0.69632,            0.023144,           0.0043496,          0.00034007,           0.0083335,           0.0083335,           0.0083335
                 103,            0.025693,           0.0079591,           0.0021309,             0.99239,             0.99654,             0.99426,             0.74847,            0.020037,           0.0040814,          0.00023593,            0.008317,            0.008317,            0.008317
                 104,             0.02532,           0.0082128,           0.0016449,             0.98363,             0.98795,             0.99374,             0.72451,            0.021664,            0.004442,           0.0005157,           0.0083005,           0.0083005,           0.0083005
                 105,            0.025436,            0.007996,           0.0016795,             0.98827,             0.99189,             0.99437,              0.7428,            0.020435,           0.0042576,          0.00042365,            0.008284,            0.008284,            0.008284
                 106,            0.026382,           0.0081984,           0.0019007,             0.99273,             0.99328,              0.9941,             0.74865,            0.020251,           0.0041686,          0.00021963,           0.0082675,           0.0082675,           0.0082675
                 107,            0.025284,           0.0080694,            0.001181,             0.99257,             0.99636,             0.99423,             0.73529,             0.02075,           0.0042222,          0.00020225,            0.008251,            0.008251,            0.008251
                 108,            0.025527,           0.0077651,           0.0016609,             0.99182,             0.99569,             0.99457,             0.72904,            0.020926,           0.0042293,          0.00025518,           0.0082345,           0.0082345,           0.0082345
                 109,             0.02479,           0.0077223,            0.001619,             0.99086,             0.99172,              0.9938,             0.74622,            0.019911,           0.0040929,          0.00039037,            0.008218,            0.008218,            0.008218
                 110,            0.024878,           0.0078689,           0.0015937,             0.99597,             0.99347,             0.99453,             0.74502,            0.020069,           0.0041454,          0.00032815,           0.0082015,           0.0082015,           0.0082015
                 111,            0.025365,           0.0077965,           0.0021247,             0.99049,             0.98916,             0.99384,             0.74295,            0.020219,           0.0041213,          0.00058374,            0.008185,            0.008185,            0.008185
