               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 128,            0.024067,           0.0077309,           0.0014718,             0.99615,             0.99737,             0.99474,             0.78255,            0.018091,           0.0038752,          0.00018949,           0.0074854,           0.0074854,           0.0074854
                 129,            0.023554,           0.0074917,           0.0015459,             0.99659,             0.99504,             0.99478,             0.77086,            0.018128,           0.0038197,          0.00019356,           0.0074656,           0.0074656,           0.0074656
                 130,            0.023417,           0.0073118,           0.0016186,              0.9943,               0.992,             0.99421,             0.76713,            0.018853,           0.0038495,          0.00026255,           0.0074458,           0.0074458,           0.0074458
                 131,            0.023256,           0.0077124,            0.001387,             0.99592,             0.99781,             0.99483,             0.79247,            0.017625,           0.0037124,          0.00017411,            0.007426,            0.007426,            0.007426
                 132,            0.023851,           0.0076953,           0.0013343,             0.99583,             0.99474,             0.99461,             0.76533,            0.019034,           0.0038261,           0.0001676,           0.0074062,           0.0074062,           0.0074062
                 133,            0.023314,           0.0072889,           0.0012154,             0.99566,             0.99737,             0.99471,             0.75846,            0.019097,           0.0038811,          0.00024638,           0.0073864,           0.0073864,           0.0073864
                 134,            0.023364,           0.0074831,           0.0015699,             0.99248,             0.99737,             0.99433,             0.75846,            0.019107,           0.0038393,          0.00021973,           0.0073666,           0.0073666,           0.0073666
                 135,            0.023158,           0.0073367,           0.0022229,              0.9909,             0.99225,             0.99302,             0.76478,             0.01919,           0.0039163,          0.00069489,           0.0073468,           0.0073468,           0.0073468
                 136,            0.023453,           0.0073753,            0.001694,             0.98767,             0.99569,             0.99434,             0.75425,            0.019718,           0.0040757,          0.00034073,            0.007327,            0.007327,            0.007327
                 137,            0.023434,           0.0077728,           0.0016702,             0.99701,               0.994,             0.99468,             0.77587,            0.018238,           0.0037626,          0.00026267,           0.0073072,           0.0073072,           0.0073072
                 138,            0.023758,           0.0075074,           0.0017132,             0.99362,             0.99555,             0.99484,             0.78601,            0.018034,           0.0038058,          0.00028332,           0.0072874,           0.0072874,           0.0072874
                 139,            0.023301,           0.0076058,           0.0013906,             0.99638,             0.99646,             0.99489,             0.78537,             0.01748,           0.0037694,          0.00019812,           0.0072676,           0.0072676,           0.0072676
                 140,            0.022499,           0.0074682,           0.0013854,             0.99397,             0.99831,             0.99479,               0.767,            0.019401,           0.0038246,          0.00020971,           0.0072478,           0.0072478,           0.0072478
                 141,            0.022909,           0.0070648,           0.0012141,             0.99492,             0.99496,             0.99477,             0.79595,            0.017081,           0.0036904,          0.00031495,            0.007228,            0.007228,            0.007228
                 142,            0.022932,           0.0070481,            0.001561,             0.99641,             0.99734,             0.99485,             0.79825,            0.017108,           0.0036932,            0.000192,           0.0072082,           0.0072082,           0.0072082
                 143,            0.022671,           0.0072653,           0.0013271,             0.99575,             0.99763,             0.99462,             0.79758,            0.017022,           0.0036647,          0.00016415,           0.0071884,           0.0071884,           0.0071884
                 144,            0.022914,           0.0072564,           0.0015345,             0.99404,             0.99794,              0.9947,             0.79053,            0.017487,           0.0037019,          0.00018964,           0.0071686,           0.0071686,           0.0071686
                 145,            0.022926,           0.0074048,            0.001441,              0.9941,             0.99814,             0.99471,             0.78303,            0.017775,           0.0036607,          0.00018929,           0.0071488,           0.0071488,           0.0071488
                 146,            0.022815,           0.0074003,           0.0013982,              0.9954,             0.99481,             0.99458,             0.80029,            0.016927,           0.0036686,          0.00018145,            0.007129,            0.007129,            0.007129
                 147,            0.022063,           0.0072296,           0.0013009,              0.9983,             0.99447,             0.99456,             0.78945,            0.017342,           0.0036656,          0.00015865,           0.0071092,           0.0071092,           0.0071092
                 148,            0.022567,           0.0072724,           0.0012761,             0.99302,             0.99824,             0.99451,             0.80339,            0.016876,           0.0036403,          0.00016232,           0.0070894,           0.0070894,           0.0070894
                 149,            0.022482,           0.0072414,           0.0013457,             0.99497,              0.9976,             0.99423,             0.80511,            0.016682,           0.0035826,          0.00020534,           0.0070696,           0.0070696,           0.0070696
